@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

iris,2,10,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.supervised.instance.StratifiedRemoveFolds -S 0 -N 10 -F 1\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20180802.0926,135,15,15,0,0,100,0,0,1,0.000001,0.000002,0.000141,0.000502,23.774438,0.00002,23.774417,1.584963,0.000001,1.584961,23.774417,1.584961,1499.998714,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,5127,10633,2353,100,33.333333,?
iris,3,1,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.supervised.instance.StratifiedRemoveFolds -S 0 -N 10 -F 1\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20180802.0926,135,15,15,0,0,100,0,0,1,0.012858,0.046735,2.893128,9.914039,23.774438,0.458092,23.316345,1.584963,0.030539,1.554423,23.316345,1.554423,1471.097594,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5127,10633,2353,100,37.777778,?
iris,3,2,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.supervised.instance.StratifiedRemoveFolds -S 0 -N 10 -F 1\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20180802.0926,135,15,14,1,0,93.333333,6.666667,0,0.9,0.039038,0.157351,8.783582,33.379226,23.774438,2.146621,21.627816,1.584963,0.143108,1.441854,21.831182,1.455412,1377.394231,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,1,1,0.93266,0.933333,0,0,0,0,0,0,5127,10633,2353,100,37.777778,?
iris,3,3,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.supervised.instance.StratifiedRemoveFolds -S 0 -N 10 -F 1\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20180802.0926,135,15,13,2,0,86.666667,13.333333,0,0.8,0.097211,0.298201,21.872428,63.258021,23.774438,15.698118,8.076319,1.584963,1.046541,0.538421,19.130447,1.275363,1206.9968,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.866667,0.066667,0.933333,0.133333,0.904762,0.866667,0.861111,0.821012,0.986667,0.977778,0.861111,0.866667,0,0.001,0,0,0,0,5127,10633,2353,86.666667,35.555556,?
iris,3,4,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.supervised.instance.StratifiedRemoveFolds -S 0 -N 10 -F 1\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20180802.0926,135,15,15,0,0,100,0,0,1,0.028913,0.10462,6.505387,22.193357,23.774438,1.193347,22.581091,1.584963,0.079556,1.505406,22.581091,1.505406,1424.7082,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0.001,0,0,0,0,5127,10633,2353,100,37.777778,?
iris,3,5,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.supervised.instance.StratifiedRemoveFolds -S 0 -N 10 -F 1\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20180802.0926,135,15,13,2,0,86.666667,13.333333,0,0.8,0.08897,0.29786,20.018297,63.185629,23.774438,24.732064,-0.957626,1.584963,1.648804,-0.063842,19.431945,1.295463,1226.0192,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.866667,0.066667,0.933333,0.133333,0.904762,0.866667,0.861111,0.821012,0.96,0.935238,0.861111,0.866667,0.001,0,0,0,0,0,5127,10633,2353,86.666667,33.333333,?
iris,3,6,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.supervised.instance.StratifiedRemoveFolds -S 0 -N 10 -F 1\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20180802.0926,135,15,15,0,0,100,0,0,1,0.001225,0.005805,0.275625,1.231472,23.774438,0.040322,23.734116,1.584963,0.002688,1.582274,23.734116,1.582274,1497.455996,1,5,0,0,1,10,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0.001,0,0,0,0,0,5127,10633,2353,100,33.333333,?
iris,3,7,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.supervised.instance.StratifiedRemoveFolds -S 0 -N 10 -F 1\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20180802.0926,135,15,14,1,0,93.333333,6.666667,0,0.9,0.045462,0.210748,10.22895,44.706404,23.774438,10.711558,13.062879,1.584963,0.714104,0.870859,21.571078,1.438072,1360.983463,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,1,1,0.93266,0.933333,0.001,0,0,0,0,0,5127,10633,2353,93.333333,33.333333,?
iris,3,8,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.supervised.instance.StratifiedRemoveFolds -S 0 -N 10 -F 1\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20180802.0926,135,15,14,1,0,93.333333,6.666667,0,0.9,0.037681,0.171857,8.478237,36.45637,23.774438,2.481998,21.292439,1.584963,0.165467,1.419496,21.852065,1.456804,1378.711784,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,1,1,0.93266,0.933333,0,0,0,0,0,0,5127,10633,2353,100,35.555556,?
iris,3,9,weka.classifiers.meta.FilteredClassifier,'-F \"weka.filters.supervised.instance.StratifiedRemoveFolds -S 0 -N 10 -F 1\" -S 1 -W weka.classifiers.bayes.NaiveBayes',-4523450618538717400,20180802.0926,135,15,14,1,0,93.333333,6.666667,0,0.9,0.040222,0.190524,9.049943,40.416283,23.774438,3.378662,20.395776,1.584963,0.225244,1.359718,21.748723,1.449915,1372.191659,1,5,0,0,1,10,0,0,1,1,1,1,1,1,0.933333,0.033333,0.966667,0.066667,0.944444,0.933333,0.93266,0.906276,1,1,0.93266,0.933333,0,0,0,0,0,0,5127,10633,2353,100,35.555556,?
