@relation sdss-restas.dat-SOM_PACK-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute resta1 numeric
@attribute resta2 numeric
@attribute resta3 numeric
@attribute resta4 numeric
@attribute class {QSO,WDA,WDB}

@data
0.81543,0.769705,0.74175,0.425382,WDA
0.819121,0.753487,0.78001,0.421248,WDA
0.822813,0.75673,0.76088,0.421248,WDA
0.832041,0.763218,0.78001,0.446052,WDA
0.824659,0.747,0.765662,0.450186,WDA
0.824659,0.759974,0.746533,0.458454,WDA
0.81543,0.75673,0.765662,0.408847,WDA
0.813584,0.75673,0.784792,0.392311,WDA
0.830196,0.740512,0.746533,0.425382,WDA
0.82835,0.772948,0.746533,0.47499,WDA
0.819121,0.769705,0.751315,0.516329,WDA
0.817276,0.75673,0.751315,0.446052,WDA
0.826504,0.753487,0.76088,0.437784,WDA
0.822813,0.763218,0.74175,0.466722,WDA
0.81543,0.753487,0.765662,0.408847,WDA
0.817276,0.753487,0.751315,0.404713,WDA
0.830196,0.747,0.784792,0.466722,WDA
0.819121,0.753487,0.76088,0.43365,WDA
0.820967,0.743756,0.799139,0.392311,WDA
0.843116,0.753487,0.765662,0.487391,WDA
0.830196,0.759974,0.770445,0.45432,WDA
0.817276,0.769705,0.756098,0.396445,WDA
0.817276,0.750243,0.746533,0.462588,WDA
0.820967,0.753487,0.775227,0.425382,WDA
0.833887,0.750243,0.770445,0.437784,WDA
0.826504,0.750243,0.78001,0.404713,WDA
0.809893,0.75673,0.736968,0.446052,WDA
0.82835,0.753487,0.78001,0.425382,WDA
0.833887,0.759974,0.76088,0.421248,WDA
0.848653,0.747,0.78001,0.446052,WDA
0.822813,0.763218,0.751315,0.446052,WDA
0.830196,0.753487,0.775227,0.429516,WDA
0.830196,0.759974,0.76088,0.47499,WDA
0.830196,0.737269,0.746533,0.45432,WDA
0.844961,0.769705,0.736968,0.43365,WDA
0.824659,0.766461,0.770445,0.408847,WDA
0.819121,0.743756,0.746533,0.437784,WDA
0.837578,0.772948,0.736968,0.462588,WDA
0.832041,0.753487,0.746533,0.462588,WDA
0.819121,0.763218,0.765662,0.43365,WDA
0.822813,0.782679,0.770445,0.43365,WDA
0.839424,0.769705,0.76088,0.458454,WDA
0.830196,0.759974,0.775227,0.417115,WDA
0.820967,0.766461,0.784792,0.441918,WDA
0.839424,0.776192,0.78001,0.441918,WDA
0.830196,0.766461,0.770445,0.446052,WDA
0.832041,0.772948,0.770445,0.450186,WDA
0.833887,0.766461,0.775227,0.425382,WDA
0.826504,0.75673,0.770445,0.408847,WDA
0.844961,0.759974,0.799139,0.483258,WDA
0.806202,0.772948,0.775227,0.441918,WDA
0.817276,0.753487,0.784792,0.458454,WDA
0.826504,0.769705,0.789574,0.43365,WDA
0.835733,0.750243,0.770445,0.545267,WDA
0.822813,0.759974,0.803922,0.429516,WDA
0.820967,0.759974,0.775227,0.45432,WDA
0.811739,0.766461,0.799139,0.388177,WDA
0.839424,0.779436,0.751315,0.43365,WDA
0.835733,0.769705,0.770445,0.400579,WDA
0.839424,0.763218,0.74175,0.450186,WDA
0.826504,0.779436,0.751315,0.412981,WDA
0.820967,0.747,0.756098,0.429516,WDA
0.81543,0.766461,0.813486,0.425382,WDA
0.82835,0.763218,0.794357,0.425382,WDA
0.84127,0.779436,0.736968,0.615544,WDA
0.832041,0.779436,0.78001,0.446052,WDA
0.848653,0.776192,0.770445,0.33857,WDA
0.824659,0.79241,0.746533,0.458454,WDA
0.817276,0.772948,0.765662,0.437784,WDA
0.80251,0.79241,0.808704,0.441918,WDA
0.798819,0.772948,0.770445,0.404713,WDA
0.826504,0.789166,0.789574,0.437784,WDA
0.817276,0.782679,0.784792,0.371641,WDA
0.785899,0.769705,0.746533,0.429516,WDA
0.795127,0.769705,0.799139,0.43365,WDA
0.822813,0.772948,0.765662,0.425382,WDA
0.833887,0.75673,0.794357,0.429516,WDA
0.84127,0.740512,0.818269,0.326168,WDA
0.819121,0.776192,0.789574,0.441918,WDA
0.835733,0.779436,0.789574,0.43365,WDA
0.813584,0.795654,0.76088,0.458454,WDA
0.822813,0.808628,0.74175,0.441918,WDA
0.835733,0.772948,0.775227,0.466722,WDA
0.824659,0.759974,0.775227,0.400579,WDA
0.817276,0.785923,0.775227,0.45432,WDA
0.819121,0.785923,0.789574,0.45432,WDA
0.830196,0.772948,0.794357,0.450186,WDA
0.833887,0.759974,0.794357,0.450186,WDA
0.82835,0.772948,0.784792,0.429516,WDA
0.837578,0.782679,0.76088,0.470856,WDA
0.822813,0.772948,0.78001,0.466722,WDA
0.822813,0.776192,0.78001,0.462588,WDA
0.839424,0.772948,0.866093,0.342704,WDA
0.835733,0.75673,0.842181,0.404713,WDA
0.832041,0.769705,0.794357,0.450186,WDA
0.817276,0.769705,0.770445,0.661017,WDA
0.84127,0.776192,0.784792,0.462588,WDA
0.832041,0.79241,0.789574,0.446052,WDA
0.822813,0.79241,0.784792,0.437784,WDA
0.833887,0.785923,0.784792,0.429516,WDA
0.832041,0.785923,0.78001,0.400579,WDA
0.835733,0.782679,0.803922,0.545267,WDA
0.822813,0.785923,0.789574,0.441918,WDA
0.833887,0.79241,0.756098,0.479124,WDA
0.808047,0.808628,0.765662,0.45432,WDA
0.850498,0.766461,0.746533,0.45432,WDA
0.813584,0.763218,0.832616,0.429516,WDA
0.826504,0.785923,0.913917,0.359239,WDA
0.832041,0.779436,0.794357,0.437784,WDA
0.826504,0.776192,0.799139,0.466722,WDA
0.822813,0.772948,0.770445,0.462588,WDA
0.800664,0.805384,0.803922,0.425382,WDA
0.832041,0.779436,0.808704,0.45432,WDA
0.81543,0.795654,0.770445,0.437784,WDA
0.843116,0.782679,0.794357,0.47499,WDA
0.824659,0.772948,0.794357,0.470856,WDA
0.826504,0.776192,0.832616,0.441918,WDA
0.822813,0.795654,0.770445,0.503927,WDA
0.826504,0.779436,0.813486,0.450186,WDA
0.857881,0.772948,0.78001,0.458454,WDA
0.826504,0.785923,0.78001,0.45432,WDA
0.822813,0.779436,0.78001,0.367507,WDA
0.826504,0.776192,0.799139,0.375775,WDA
0.813584,0.795654,0.78001,0.437784,WDA
0.822813,0.798897,0.789574,0.458454,WDA
0.824659,0.79241,0.784792,0.437784,WDA
0.824659,0.782679,0.813486,0.462588,WDA
0.820967,0.779436,0.808704,0.47499,WDA
0.811739,0.798897,0.789574,0.43365,WDA
0.824659,0.772948,0.794357,0.417115,WDA
0.82835,0.79241,0.803922,0.466722,WDA
0.817276,0.782679,0.803922,0.462588,WDA
0.835733,0.779436,0.818269,0.392311,WDA
0.824659,0.79241,0.770445,0.45432,WDA
0.843116,0.785923,0.794357,0.47499,WDA
0.819121,0.782679,0.818269,0.545267,WDA
0.848653,0.772948,0.832616,0.29723,WDA
0.820967,0.766461,0.765662,0.400579,WDA
0.813584,0.772948,0.799139,0.45432,WDA
0.830196,0.79241,0.789574,0.462588,WDA
0.817276,0.808628,0.803922,0.441918,WDA
0.848653,0.75673,0.775227,0.404713,WDA
0.822813,0.795654,0.76088,0.479124,WDA
0.833887,0.789166,0.784792,0.479124,WDA
0.830196,0.79241,0.794357,0.437784,WDA
0.830196,0.795654,0.78001,0.412981,WDA
0.833887,0.782679,0.794357,0.470856,WDA
0.832041,0.789166,0.78001,0.437784,WDA
0.833887,0.808628,0.784792,0.441918,WDA
0.817276,0.802141,0.823051,0.421248,WDA
0.822813,0.776192,0.794357,0.470856,WDA
0.830196,0.785923,0.808704,0.429516,WDA
0.804356,0.782679,0.823051,0.446052,WDA
0.826504,0.798897,0.789574,0.429516,WDA
0.81543,0.789166,0.799139,0.446052,WDA
0.843116,0.782679,0.86131,0.512195,WDA
0.826504,0.795654,0.799139,0.458454,WDA
0.822813,0.798897,0.813486,0.47499,WDA
0.832041,0.766461,0.837398,0.396445,WDA
0.808047,0.785923,0.794357,0.45432,WDA
0.82835,0.798897,0.799139,0.462588,WDA
0.813584,0.79241,0.794357,0.446052,WDA
0.811739,0.802141,0.784792,0.565936,WDA
0.839424,0.769705,0.803922,0.483258,WDA
0.826504,0.789166,0.794357,0.43365,WDA
0.833887,0.772948,0.823051,0.417115,WDA
0.817276,0.785923,0.784792,0.47499,WDA
0.859727,0.763218,0.78001,0.536999,WDA
0.830196,0.782679,0.78001,0.429516,WDA
0.846807,0.779436,0.775227,0.45432,WDA
0.82835,0.798897,0.794357,0.45432,WDA
0.819121,0.824846,0.765662,0.466722,WDA
0.824659,0.785923,0.78001,0.43365,WDA
0.804356,0.763218,0.770445,0.396445,WDA
0.811739,0.776192,0.78001,0.462588,WDA
0.833887,0.79241,0.803922,0.441918,WDA
0.820967,0.789166,0.803922,0.388177,WDA
0.82835,0.772948,0.799139,0.379909,WDA
0.826504,0.795654,0.794357,0.462588,WDA
0.830196,0.805384,0.765662,0.408847,WDA
0.835733,0.782679,0.823051,0.466722,WDA
0.826504,0.776192,0.799139,0.541133,WDA
0.82835,0.795654,0.789574,0.479124,WDA
0.806202,0.82809,0.803922,0.512195,WDA
0.82835,0.815115,0.74175,0.470856,WDA
0.852344,0.789166,0.794357,0.553535,WDA
0.826504,0.79241,0.803922,0.458454,WDA
0.824659,0.808628,0.765662,0.503927,WDA
0.830196,0.802141,0.770445,0.47499,WDA
0.819121,0.789166,0.813486,0.446052,WDA
0.822813,0.818359,0.794357,0.487391,WDA
0.795127,0.805384,0.794357,0.388177,WDA
0.824659,0.789166,0.770445,0.396445,WDA
0.81543,0.789166,0.803922,0.437784,WDA
0.833887,0.785923,0.870875,0.450186,WDA
0.81543,0.802141,0.808704,0.441918,WDA
0.833887,0.79241,0.813486,0.508061,WDA
0.813584,0.808628,0.823051,0.388177,WDA
0.824659,0.798897,0.832616,0.483258,WDA
0.833887,0.798897,0.808704,0.441918,WDA
0.826504,0.776192,0.751315,0.226953,WDA
0.813584,0.795654,0.78001,0.437784,WDA
0.795127,0.79241,0.842181,0.441918,WDA
0.820967,0.811872,0.78001,0.479124,WDA
0.826504,0.795654,0.818269,0.462588,WDA
0.808047,0.795654,0.808704,0.437784,WDA
0.833887,0.805384,0.803922,0.470856,WDA
0.822813,0.795654,0.803922,0.47499,WDA
0.846807,0.769705,0.827834,0.429516,WDA
0.809893,0.789166,0.799139,0.470856,WDA
0.81543,0.802141,0.818269,0.404713,WDA
0.813584,0.769705,0.775227,0.43365,WDA
0.824659,0.779436,0.799139,0.503927,WDA
0.82835,0.772948,0.832616,0.425382,WDA
0.852344,0.782679,0.808704,0.528731,WDA
0.824659,0.798897,0.832616,0.441918,WDA
0.82835,0.776192,0.818269,0.425382,WDA
0.830196,0.789166,0.866093,0.400579,WDA
0.833887,0.79241,0.818269,0.425382,WDA
0.817276,0.795654,0.799139,0.479124,WDA
0.798819,0.769705,0.799139,0.429516,WDA
0.830196,0.811872,0.775227,0.479124,WDA
0.819121,0.802141,0.813486,0.47499,WDA
0.830196,0.789166,0.813486,0.462588,WDA
0.832041,0.811872,0.794357,0.466722,WDA
0.833887,0.802141,0.803922,0.450186,WDA
0.844961,0.802141,0.794357,0.47499,WDA
0.833887,0.802141,0.803922,0.450186,WDA
0.843116,0.795654,0.832616,0.400579,WDA
0.822813,0.802141,0.823051,0.458454,WDA
0.813584,0.815115,0.808704,0.532865,WDA
0.819121,0.811872,0.799139,0.495659,WDA
0.813584,0.789166,0.818269,0.363373,WDA
0.822813,0.811872,0.784792,0.487391,WDA
0.822813,0.802141,0.799139,0.487391,WDA
0.844961,0.766461,0.808704,0.43365,WDA
0.811739,0.808628,0.789574,0.466722,WDA
0.830196,0.79241,0.813486,0.429516,WDA
0.81543,0.795654,0.818269,0.47499,WDA
0.820967,0.802141,0.813486,0.462588,WDA
0.837578,0.811872,0.794357,0.466722,WDA
0.837578,0.795654,0.803922,0.417115,WDA
0.81543,0.795654,0.837398,0.404713,WDA
0.843116,0.79241,0.813486,0.437784,WDA
0.813584,0.782679,0.823051,0.359239,WDA
0.806202,0.798897,0.818269,0.462588,WDA
0.817276,0.798897,0.813486,0.446052,WDA
0.843116,0.798897,0.803922,0.458454,WDA
0.843116,0.802141,0.803922,0.466722,WDA
0.809893,0.789166,0.842181,0.437784,WDA
0.819121,0.795654,0.799139,0.458454,WDA
0.826504,0.785923,0.823051,0.458454,WDA
0.830196,0.795654,0.770445,0.408847,WDA
0.817276,0.811872,0.794357,0.512195,WDA
0.804356,0.802141,0.832616,0.47499,WDA
0.82835,0.805384,0.813486,0.396445,WDA
0.806202,0.831333,0.823051,0.458454,WDA
0.830196,0.79241,0.813486,0.45432,WDA
0.82835,0.805384,0.813486,0.458454,WDA
0.809893,0.811872,0.813486,0.441918,WDA
0.817276,0.805384,0.813486,0.520463,WDA
0.824659,0.821602,0.808704,0.450186,WDA
0.811739,0.811872,0.813486,0.45432,WDA
0.811739,0.798897,0.74175,0.330302,WDA
0.806202,0.811872,0.823051,0.412981,WDA
0.824659,0.798897,0.837398,0.462588,WDA
0.817276,0.811872,0.832616,0.43365,WDA
0.822813,0.798897,0.803922,0.47499,WDA
0.824659,0.79241,0.78001,0.462588,WDA
0.804356,0.808628,0.775227,0.466722,WDA
0.824659,0.805384,0.827834,0.47499,WDA
0.806202,0.795654,0.784792,0.47499,WDA
0.826504,0.798897,0.765662,0.520463,WDA
0.809893,0.798897,0.794357,0.450186,WDA
0.833887,0.795654,0.832616,0.470856,WDA
0.826504,0.802141,0.823051,0.45432,WDA
0.833887,0.818359,0.813486,0.437784,WDA
0.826504,0.805384,0.866093,0.462588,WDA
0.856035,0.798897,0.813486,0.462588,WDA
0.843116,0.802141,0.832616,0.363373,WDA
0.81543,0.789166,0.803922,0.450186,WDA
0.817276,0.821602,0.789574,0.47499,WDA
0.832041,0.785923,0.813486,0.458454,WDA
0.819121,0.808628,0.846963,0.417115,WDA
0.835733,0.808628,0.803922,0.495659,WDA
0.813584,0.789166,0.827834,0.458454,WDA
0.826504,0.811872,0.818269,0.441918,WDA
0.820967,0.802141,0.827834,0.47499,WDA
0.826504,0.79241,0.803922,0.470856,WDA
0.848653,0.805384,0.832616,0.462588,WDA
0.826504,0.808628,0.837398,0.565936,WDA
0.813584,0.789166,0.818269,0.441918,WDA
0.824659,0.795654,0.823051,0.441918,WDA
0.819121,0.779436,0.799139,0.462588,WDA
0.837578,0.841064,0.827834,0.491525,WDA
0.784053,0.834577,0.823051,0.640347,WDA
0.811739,0.79241,0.789574,0.437784,WDA
0.808047,0.805384,0.76088,0.392311,WDA
0.830196,0.808628,0.818269,0.470856,WDA
0.817276,0.818359,0.837398,0.417115,WDA
0.813584,0.795654,0.818269,0.47499,WDA
0.81543,0.805384,0.813486,0.441918,WDA
0.832041,0.821602,0.799139,0.694088,WDA
0.819121,0.815115,0.751315,0.503927,WDA
0.795127,0.808628,0.856528,0.458454,WDA
0.819121,0.824846,0.803922,0.462588,WDA
0.817276,0.802141,0.832616,0.45432,WDA
0.850498,0.815115,0.818269,0.45432,WDA
0.832041,0.798897,0.823051,0.45432,WDA
0.811739,0.821602,0.832616,0.425382,WDA
0.839424,0.818359,0.813486,0.470856,WDA
0.809893,0.824846,0.846963,0.396445,WDA
0.817276,0.769705,0.842181,0.45432,WDA
0.813584,0.802141,0.818269,0.441918,WDA
0.863418,0.850795,0.756098,0.276561,WDA
0.800664,0.818359,0.808704,0.508061,WDA
0.785899,0.782679,0.827834,0.45432,WDA
0.826504,0.818359,0.818269,0.45432,WDA
0.830196,0.798897,0.837398,0.412981,WDA
0.833887,0.818359,0.837398,0.495659,WDA
0.830196,0.824846,0.846963,0.359239,WDA
0.84127,0.805384,0.837398,0.483258,WDA
0.832041,0.795654,0.832616,0.466722,WDA
0.820967,0.798897,0.813486,0.495659,WDA
0.813584,0.789166,0.803922,0.466722,WDA
0.85419,0.802141,0.823051,0.417115,WDA
0.84127,0.798897,0.837398,0.466722,WDA
0.837578,0.795654,0.832616,0.47499,WDA
0.832041,0.802141,0.86131,0.462588,WDA
0.808047,0.785923,0.808704,0.446052,WDA
0.835733,0.802141,0.818269,0.495659,WDA
0.830196,0.805384,0.837398,0.458454,WDA
0.832041,0.805384,0.794357,0.503927,WDA
0.817276,0.802141,0.808704,0.466722,WDA
0.819121,0.818359,0.818269,0.350971,WDA
0.830196,0.808628,0.851746,0.45432,WDA
0.832041,0.805384,0.78001,0.3179,WDA
0.833887,0.831333,0.818269,0.458454,WDA
0.826504,0.798897,0.823051,0.553535,WDA
0.830196,0.805384,0.803922,0.45432,WDA
0.817276,0.818359,0.823051,0.437784,WDA
0.804356,0.811872,0.813486,0.458454,WDA
0.819121,0.798897,0.827834,0.437784,WDA
0.824659,0.844307,0.756098,0.503927,WDA
0.809893,0.802141,0.818269,0.520463,WDA
0.791436,0.821602,0.832616,0.495659,WDA
0.806202,0.824846,0.818269,0.429516,WDA
0.822813,0.798897,0.775227,0.45432,WDA
0.826504,0.805384,0.818269,0.470856,WDA
0.833887,0.808628,0.827834,0.487391,WDA
0.832041,0.821602,0.823051,0.479124,WDA
0.806202,0.789166,0.818269,0.541133,WDA
0.82835,0.824846,0.813486,0.495659,WDA
0.813584,0.811872,0.818269,0.470856,WDA
0.830196,0.824846,0.846963,0.466722,WDA
0.830196,0.798897,0.818269,0.43365,WDA
0.820967,0.818359,0.818269,0.70649,WDA
0.861573,0.805384,0.799139,0.921455,WDA
0.80251,0.821602,0.846963,0.793303,WDA
0.826504,0.811872,0.832616,0.47499,WDA
0.806202,0.847551,0.86131,0.495659,WDA
0.824659,0.815115,0.803922,0.479124,WDA
0.819121,0.834577,0.846963,0.450186,WDA
0.809893,0.805384,0.813486,0.495659,WDA
0.817276,0.82809,0.837398,0.487391,WDA
0.817276,0.805384,0.818269,0.479124,WDA
0.839424,0.821602,0.789574,0.681687,WDA
0.826504,0.815115,0.842181,0.392311,WDA
0.785899,0.805384,0.770445,0.512195,WDA
0.824659,0.815115,0.832616,0.483258,WDA
0.824659,0.815115,0.837398,0.47499,WDA
0.824659,0.821602,0.856528,0.429516,WDA
0.830196,0.821602,0.818269,0.508061,WDA
0.839424,0.815115,0.827834,0.466722,WDA
0.848653,0.805384,0.823051,0.47499,WDA
0.839424,0.802141,0.808704,0.45432,WDA
0.817276,0.815115,0.827834,0.516329,WDA
0.835733,0.821602,0.832616,0.57007,WDA
0.820967,0.824846,0.832616,0.392311,WDA
0.837578,0.798897,0.885222,0.421248,WDA
0.82835,0.795654,0.837398,0.408847,WDA
0.848653,0.824846,0.870875,0.599008,WDA
0.809893,0.831333,0.837398,0.47499,WDA
0.837578,0.818359,0.851746,0.470856,WDA
0.808047,0.818359,0.827834,0.441918,WDA
0.819121,0.815115,0.832616,0.536999,WDA
0.830196,0.824846,0.875658,0.508061,WDA
0.813584,0.850795,0.837398,0.503927,WDA
0.820967,0.79241,0.89957,0.330302,WDA
0.833887,0.805384,0.803922,0.487391,WDA
0.813584,0.82809,0.818269,0.470856,WDA
0.832041,0.834577,0.832616,0.388177,WDA
0.830196,0.818359,0.842181,0.508061,WDA
0.824659,0.795654,0.885222,0.350971,WDA
0.81543,0.811872,0.832616,0.503927,WDA
0.85419,0.808628,0.823051,0.425382,WDA
0.817276,0.83782,0.823051,0.499793,WDA
0.830196,0.82809,0.842181,0.470856,WDA
0.824659,0.795654,0.846963,0.483258,WDA
0.81543,0.824846,0.832616,0.512195,WDA
0.80251,0.847551,0.842181,0.483258,WDA
0.835733,0.82809,0.808704,0.512195,WDA
0.820967,0.821602,0.846963,0.503927,WDA
0.835733,0.808628,0.832616,0.491525,WDA
0.817276,0.854038,0.823051,0.450186,WDA
0.809893,0.776192,0.842181,0.512195,WDA
0.830196,0.834577,0.832616,0.466722,WDA
0.809893,0.818359,0.827834,0.43365,WDA
0.798819,0.811872,0.842181,0.499793,WDA
0.850498,0.834577,0.851746,0.450186,WDA
0.817276,0.82809,0.818269,0.483258,WDA
0.846807,0.824846,0.823051,0.363373,WDA
0.820967,0.824846,0.842181,0.47499,WDA
0.822813,0.841064,0.818269,0.47499,WDA
0.833887,0.841064,0.827834,0.470856,WDA
0.848653,0.834577,0.803922,0.532865,WDA
0.846807,0.815115,0.832616,0.549401,WDA
0.808047,0.841064,0.818269,0.363373,WDA
0.806202,0.844307,0.856528,0.421248,WDA
0.833887,0.815115,0.827834,0.466722,WDA
0.820967,0.83782,0.851746,0.470856,WDA
0.819121,0.808628,0.88044,0.437784,WDA
0.835733,0.808628,0.851746,0.458454,WDA
0.832041,0.824846,0.842181,0.487391,WDA
0.819121,0.82809,0.88044,0.491525,WDA
0.813584,0.831333,0.818269,0.470856,WDA
0.832041,0.818359,0.842181,0.512195,WDA
0.837578,0.818359,0.808704,0.644481,WDA
0.793282,0.815115,0.86131,0.487391,WDA
0.839424,0.805384,0.823051,0.528731,WDA
0.824659,0.785923,0.832616,0.495659,WDA
0.808047,0.834577,0.823051,0.479124,WDA
0.85419,0.802141,0.837398,0.516329,WDA
0.81543,0.811872,0.856528,0.43365,WDA
0.809893,0.831333,0.827834,0.470856,WDA
0.843116,0.834577,0.832616,0.524597,WDA
0.84127,0.798897,0.842181,0.561802,WDA
0.804356,0.82809,0.803922,0.524597,WDA
0.824659,0.818359,0.856528,0.408847,WDA
0.82835,0.818359,0.846963,0.516329,WDA
0.843116,0.802141,0.88044,0.458454,WDA
0.833887,0.815115,0.86131,0.458454,WDA
0.820967,0.83782,0.856528,0.462588,WDA
0.835733,0.844307,0.823051,0.346838,WDA
0.826504,0.795654,0.894787,0.607276,WDA
0.787745,0.831333,0.885222,0.462588,WDA
0.80251,0.844307,0.808704,0.495659,WDA
0.81543,0.834577,0.846963,0.441918,WDA
0.81543,0.811872,0.885222,0.491525,WDA
0.839424,0.818359,0.842181,0.441918,WDA
0.809893,0.82809,0.832616,0.355105,WDA
0.832041,0.82809,0.823051,0.446052,WDA
0.820967,0.815115,0.856528,0.458454,WDA
0.822813,0.824846,0.870875,0.396445,WDA
0.819121,0.811872,0.799139,0.57007,WDA
0.822813,0.841064,0.846963,0.503927,WDA
0.824659,0.844307,0.827834,0.470856,WDA
0.822813,0.834577,0.866093,0.400579,WDA
0.852344,0.82809,0.818269,0.499793,WDA
0.835733,0.815115,0.866093,0.479124,WDA
0.830196,0.841064,0.851746,0.466722,WDA
0.832041,0.824846,0.832616,0.508061,WDA
0.81543,0.789166,0.875658,0.627945,WDA
0.82835,0.811872,0.856528,0.379909,WDA
0.826504,0.824846,0.813486,0.499793,WDA
0.813584,0.854038,0.86131,0.408847,WDA
0.824659,0.831333,0.827834,0.45432,WDA
0.817276,0.82809,0.842181,0.458454,WDA
0.822813,0.82809,0.832616,0.532865,WDA
0.822813,0.854038,0.856528,0.508061,WDA
0.82835,0.857282,0.832616,0.508061,WDA
0.84127,0.841064,0.746533,0.288962,WDA
0.804356,0.82809,0.870875,0.43365,WDA
0.837578,0.821602,0.837398,0.400579,WDA
0.824659,0.83782,0.856528,0.462588,WDA
0.832041,0.831333,0.842181,0.462588,WDA
0.800664,0.850795,0.837398,0.487391,WDA
0.833887,0.83782,0.827834,0.363373,WDA
0.832041,0.834577,0.851746,0.479124,WDA
0.839424,0.854038,0.846963,0.45432,WDA
0.826504,0.831333,0.851746,0.470856,WDA
0.82835,0.831333,0.88044,0.301364,WDA
0.817276,0.850795,0.856528,0.499793,WDA
0.817276,0.79241,0.846963,0.508061,WDA
0.809893,0.824846,0.837398,0.520463,WDA
0.839424,0.83782,0.837398,0.520463,WDA
0.826504,0.834577,0.851746,0.503927,WDA
0.804356,0.831333,0.875658,0.363373,WDA
0.81543,0.824846,0.86131,0.487391,WDA
0.848653,0.834577,0.846963,0.470856,WDA
0.833887,0.850795,0.813486,0.408847,WDA
0.817276,0.815115,0.846963,0.425382,WDA
0.811739,0.847551,0.813486,0.512195,WDA
0.81543,0.831333,0.846963,0.499793,WDA
0.839424,0.854038,0.813486,0.301364,WDA
0.822813,0.82809,0.856528,0.479124,WDA
0.80251,0.831333,0.832616,0.685821,WDA
0.837578,0.831333,0.86131,0.574204,WDA
0.81543,0.82809,0.846963,0.491525,WDA
0.826504,0.802141,0.827834,0.441918,WDA
0.832041,0.844307,0.870875,0.379909,WDA
0.819121,0.841064,0.818269,0.487391,WDA
0.820967,0.854038,0.846963,0.462588,WDA
0.811739,0.831333,0.875658,0.508061,WDA
0.82835,0.844307,0.846963,0.768499,WDA
0.78959,0.79241,0.88044,0.359239,WDA
0.850498,0.818359,0.870875,0.441918,WDA
0.839424,0.808628,0.933046,0.441918,WDA
0.800664,0.847551,0.856528,0.404713,WDA
0.811739,0.83782,0.842181,0.462588,WDA
0.82835,0.834577,0.846963,0.421248,WDA
0.82835,0.8735,0.832616,0.404713,WDA
0.843116,0.789166,0.88044,0.503927,WDA
0.804356,0.834577,0.870875,0.45432,WDA
0.833887,0.83782,0.851746,0.503927,WDA
0.80251,0.841064,0.846963,0.45432,WDA
0.835733,0.83782,0.813486,0.479124,WDA
0.82835,0.83782,0.866093,0.479124,WDA
0.830196,0.831333,0.818269,0.582472,WDA
0.82835,0.850795,0.837398,0.520463,WDA
0.833887,0.847551,0.88044,0.47499,WDA
0.832041,0.831333,0.866093,0.458454,WDA
0.820967,0.834577,0.842181,0.512195,WDA
0.844961,0.841064,0.856528,0.388177,WDA
0.850498,0.802141,0.923482,0.400579,WDA
0.830196,0.831333,0.866093,0.408847,WDA
0.82835,0.854038,0.851746,0.516329,WDA
0.833887,0.834577,0.842181,0.466722,WDA
0.806202,0.831333,0.827834,0.553535,WDA
0.837578,0.844307,0.86131,0.483258,WDA
0.813584,0.815115,0.803922,0.412981,WDA
0.826504,0.805384,0.827834,0.512195,WDA
0.82835,0.841064,0.86131,0.495659,WDA
0.82835,0.841064,0.875658,0.483258,WDA
0.819121,0.847551,0.837398,0.499793,WDA
0.806202,0.821602,0.856528,0.388177,WDA
0.795127,0.841064,0.890005,0.305498,WDA
0.833887,0.831333,0.851746,0.549401,WDA
0.826504,0.847551,0.846963,0.479124,WDA
0.832041,0.821602,0.86131,0.487391,WDA
0.835733,0.821602,0.885222,0.334436,WDA
0.796973,0.876743,0.885222,0.429516,WDA
0.833887,0.83782,0.86131,0.470856,WDA
0.81543,0.83782,0.856528,0.43365,WDA
0.804356,0.854038,0.846963,0.495659,WDA
0.830196,0.82809,0.842181,0.508061,WDA
0.82835,0.876743,0.86131,0.43365,WDA
0.806202,0.857282,0.870875,0.760232,WDA
0.824659,0.818359,0.837398,0.61141,WDA
0.808047,0.863769,0.86131,0.59074,WDA
0.806202,0.834577,0.837398,0.47499,WDA
0.852344,0.850795,0.88044,0.503927,WDA
0.806202,0.834577,0.856528,0.441918,WDA
0.824659,0.834577,0.866093,0.512195,WDA
0.830196,0.850795,0.837398,0.528731,WDA
0.820967,0.831333,0.875658,0.516329,WDA
0.817276,0.857282,0.856528,0.379909,WDA
0.830196,0.847551,0.851746,0.479124,WDA
0.824659,0.847551,0.875658,0.309632,WDA
0.824659,0.850795,0.86131,0.553535,WDA
0.800664,0.847551,0.856528,0.466722,WDA
0.822813,0.844307,0.894787,0.47499,WDA
0.833887,0.847551,0.851746,0.417115,WDA
0.844961,0.82809,0.851746,0.503927,WDA
0.822813,0.831333,0.885222,0.417115,WDA
0.830196,0.808628,0.799139,0.756098,WDA
0.809893,0.854038,0.870875,0.342704,WDA
0.813584,0.847551,0.86131,0.524597,WDA
0.824659,0.850795,0.851746,0.450186,WDA
0.826504,0.857282,0.842181,0.532865,WDA
0.817276,0.854038,0.88044,0.487391,WDA
0.826504,0.847551,0.851746,0.528731,WDA
0.826504,0.82809,0.842181,0.487391,WDA
0.85419,0.831333,0.846963,0.524597,WDA
0.835733,0.857282,0.866093,0.43365,WDA
0.811739,0.860525,0.851746,0.417115,WDA
0.830196,0.805384,0.890005,0.3179,WDA
0.843116,0.831333,0.856528,0.586606,WDA
